X	Y
118.7608772	-1.744974304
114.4365529	-1.744974304
114.0761925	-1.744974304
113.7158322	-1.744974304
113.3554718	-1.744974304
112.9951114	-1.744974304
112.6347511	-1.744974304
112.2743907	-1.744974304
111.9140304	-1.744974304
111.55367	-1.744974304
111.1933096	-1.744974304
110.8329493	-1.744974304
110.4725889	-1.744974304
110.1122286	-1.744974304
109.7518682	-1.744974304
109.3915078	-1.744974304
109.0311475	-1.744974304
108.6707871	-1.744974304
104.3464628	-1.744974304
118.7608772	-5.348577907
114.4365529	-5.348577907
114.0761925	-5.348577907
113.7158322	-5.348577907
113.3554718	-5.348577907
112.9951114	-5.348577907
112.6347511	-5.348577907
112.2743907	-5.348577907
111.9140304	-5.348577907
111.55367	-5.348577907
111.1933096	-5.348577907
110.8329493	-5.348577907
110.4725889	-5.348577907
110.1122286	-5.348577907
109.7518682	-5.348577907
109.3915078	-5.348577907
109.0311475	-5.348577907
108.6707871	-5.348577907
104.3464628	-5.348577907
118.7608772	-5.708938268
114.4365529	-5.708938268
114.0761925	-5.708938268
113.7158322	-5.708938268
113.3554718	-5.708938268
112.9951114	-5.708938268
112.6347511	-5.708938268
112.2743907	-5.708938268
111.9140304	-5.708938268
111.55367	-5.708938268
111.1933096	-5.708938268
110.8329493	-5.708938268
110.4725889	-5.708938268
110.1122286	-5.708938268
109.7518682	-5.708938268
109.3915078	-5.708938268
109.0311475	-5.708938268
108.6707871	-5.708938268
104.3464628	-5.708938268
118.7608772	-6.069298628
114.4365529	-6.069298628
114.0761925	-6.069298628
113.7158322	-6.069298628
113.3554718	-6.069298628
112.9951114	-6.069298628
112.6347511	-6.069298628
112.2743907	-6.069298628
111.9140304	-6.069298628
111.55367	-6.069298628
111.1933096	-6.069298628
110.8329493	-6.069298628
110.4725889	-6.069298628
110.1122286	-6.069298628
109.7518682	-6.069298628
109.3915078	-6.069298628
109.0311475	-6.069298628
108.6707871	-6.069298628
104.3464628	-6.069298628
118.7608772	-6.429658988
114.4365529	-6.429658988
114.0761925	-6.429658988
113.7158322	-6.429658988
113.3554718	-6.429658988
112.9951114	-6.429658988
112.6347511	-6.429658988
112.2743907	-6.429658988
111.9140304	-6.429658988
111.55367	-6.429658988
111.1933096	-6.429658988
110.8329493	-6.429658988
110.4725889	-6.429658988
110.1122286	-6.429658988
109.7518682	-6.429658988
109.3915078	-6.429658988
109.0311475	-6.429658988
108.6707871	-6.429658988
104.3464628	-6.429658988
118.7608772	-6.790019349
114.4365529	-6.790019349
114.0761925	-6.790019349
113.7158322	-6.790019349
113.3554718	-6.790019349
112.9951114	-6.790019349
112.6347511	-6.790019349
112.2743907	-6.790019349
111.9140304	-6.790019349
111.55367	-6.790019349
111.1933096	-6.790019349
110.8329493	-6.790019349
110.4725889	-6.790019349
110.1122286	-6.790019349
109.7518682	-6.790019349
109.3915078	-6.790019349
109.0311475	-6.790019349
108.6707871	-6.790019349
104.3464628	-6.790019349
118.7608772	-7.150379709
114.4365529	-7.150379709
114.0761925	-7.150379709
113.7158322	-7.150379709
113.3554718	-7.150379709
112.9951114	-7.150379709
112.6347511	-7.150379709
112.2743907	-7.150379709
111.9140304	-7.150379709
111.55367	-7.150379709
111.1933096	-7.150379709
110.8329493	-7.150379709
110.4725889	-7.150379709
110.1122286	-7.150379709
109.7518682	-7.150379709
109.3915078	-7.150379709
109.0311475	-7.150379709
108.6707871	-7.150379709
104.3464628	-7.150379709
118.7608772	-7.51074007
114.4365529	-7.51074007
114.0761925	-7.51074007
113.7158322	-7.51074007
113.3554718	-7.51074007
112.9951114	-7.51074007
112.6347511	-7.51074007
112.2743907	-7.51074007
111.9140304	-7.51074007
111.55367	-7.51074007
111.1933096	-7.51074007
110.8329493	-7.51074007
110.4725889	-7.51074007
110.1122286	-7.51074007
109.7518682	-7.51074007
109.3915078	-7.51074007
109.0311475	-7.51074007
108.6707871	-7.51074007
104.3464628	-7.51074007
118.7608772	-7.87110043
114.4365529	-7.87110043
114.0761925	-7.87110043
113.7158322	-7.87110043
113.3554718	-7.87110043
112.9951114	-7.87110043
112.6347511	-7.87110043
112.2743907	-7.87110043
111.9140304	-7.87110043
111.55367	-7.87110043
111.1933096	-7.87110043
110.8329493	-7.87110043
110.4725889	-7.87110043
110.1122286	-7.87110043
109.7518682	-7.87110043
109.3915078	-7.87110043
109.0311475	-7.87110043
108.6707871	-7.87110043
104.3464628	-7.87110043
118.7608772	-8.23146079
114.4365529	-8.23146079
114.0761925	-8.23146079
